userid,label
494242,-1
1280683,-1
461494,-1
166585,-1
1837758,-1
4557504,-1
133829,-1
2427589,-1
35527,54
199368,-1
3214025,-1
4557525,-1
264938,-1
396010,-1
6687474,-1
789235,-1
1739518,-1
1870591,-1
2394891,-1
101133,33
953101,-1
68379,-1
2231070,-1
35617,-1
363297,-1
494376,-1
2861,-1
265005,-1
2873,-1
4459336,-1
494410,-1
691020,7
1936215,24
1149788,-1
854878,-1
1280868,-1
35698,-1
592773,27
1805190,-1
1084298,-1
5442450,-1
920467,-1
2964,-1
1706902,-1
2967,-1
2853799,-1
265139,-1
1739700,-1
2460598,51
1117115,16
3008,-1
6622147,-1
2100174,-1
1838040,-1
3033,-1
2264026,-1
2755544,-1
35808,54
199655,-1
6687729,-1
363506,-1
3312633,55
1903610,-1
2952191,-1
101376,-1
429062,-1
1018888,-1
35856,-1
68632,-1
3099,-1
8096802,-1
855081,-1
4852779,-1
2952236,-1
2165805,-1
461884,-1
232510,-1
953410,-1
855107,-1
1903682,-1
35911,-1
101449,-1
3083351,-1
1313889,-1
756837,-1
2428006,-1
756849,-1
35956,-1
822393,-1
1084540,-1
2854016,-1
3203,1
2034820,1
2165904,-1
2264215,-1
396440,-1
2133144,-1
1084570,-1
2296997,48
134311,-1
855212,-1
3248,-1
3253,-1
2002101,-1
101561,-1
68794,53
6196413,-1
396481,-1
101571,-1
3281,-1
3286,11
363734,-1
3293,-1
2788584,-1
4459754,-1
8588524,-1
134383,-1
1182961,-1
5934324,-1
3330,-1
5606666,-1
1051915,-1
396558,-1
363795,-1
1314070,-1
1740059,-1
2886942,-1
396584,-1
6196533,-1
396601,-1
462140,-1
1051965,-1
625984,-1
527682,-1
331081,-1
691529,-1
134490,-1
6229340,-1
200035,-1
527716,-1
134504,-1
200044,-1
4459884,4
3345775,-1
3442,-1
396659,-1
626043,-1
3345800,-1
5246347,-1
396690,-1
1183124,0
1052054,-1
36251,-1
1117599,-1
7835045,-1
560552,-1
2264489,-1
429488,-1
1772976,-1
3247536,-1
3514,40
3517,-1
3522,-1
331205,-1
3527,-1
134603,17
10128846,-1
1904080,-1
3214811,-1
1084894,-1
1019370,-1
6655473,-1
1019384,-1
331269,-1
396806,56
1379849,-1
36370,-1
2002450,-1
331286,8
3968535,-1
1969696,-1
69154,57
1904163,-1
2526754,-1
167463,-1
134701,-1
1445422,-1
429615,-1
462390,-1
5180996,-1
462407,-1
167519,-1
5312104,-1
1445486,-1
3699,-1
2231924,6
134779,-1
1085059,-1
102022,-1
134790,-1
36496,-1
429723,-1
102045,-1
1773214,-1
3751,-1
626343,26
4984498,-1
102074,-1
1216187,53
2133691,-1
4525761,-1
3783,-1
1281735,-1
9932489,-1
4263627,-1
36558,-1
298709,-1
3800,-1
298716,26
1150685,-1
5672669,-1
36586,-1
2821866,58
4034285,-1
298741,-1
5672693,-1
626428,-1
36605,-1
1183493,-1
5705488,-1
36631,-1
3865,-1
3866,-1
266017,-1
3411754,-1
2133804,59
692016,-1
5312310,-1
1740603,-1
3900,-1
7180098,-1
4853579,-1
3313500,-1
1085285,-1
1052522,-1
2199411,-1
102260,-1
659317,-1
2232179,-1
8654711,-1
69500,-1
1019785,-1
200593,-1
1216401,1
1052572,-1
4394909,-1
2199461,-1
1281966,1
266164,-1
757686,-1
102337,17
69573,-1
1413072,-1
69592,-1
462810,-1
2723803,-1
6361055,-1
724963,-1
233458,-1
7180277,60
495615,-1
36865,-1
200710,-1
331786,-1
6688781,61
4122,29
1609757,-1
36896,-1
1445920,-1
3969057,-1
4133,-1
2854954,-1
364588,13
1118267,-1
495684,-1
2003014,-1
1609812,-1
36955,30
102500,-1
4198,-1
430182,-1
4200,-1
36971,-1
1249390,-1
3215491,-1
4228,-1
430214,-1
1872012,-1
135309,-1
200845,-1
4247,-1
4264097,-1
4262,-1
37050,-1
2920642,-1
6197452,-1
4395221,-1
1052890,-1
495837,-1
2756839,-1
1839337,-1
69870,-1
4362480,-1
69875,-1
692469,-1
4342,-1
2789621,-1
1839352,-1
10096897,62
430345,-1
725262,-1
1020175,-1
2068754,-1
168212,-1
6918420,-1
10588438,-1
2101531,-1
4854054,19
1413415,-1
626988,-1
6000941,-1
2887982,-1
2560307,-1
7409971,-1
1478969,-1
201027,-1
4526408,-1
7999817,-1
2101584,20
4067664,-1
4437,-1
3445079,-1
37233,-1
594292,-1
70005,-1
5312885,-1
102788,0
4485,-1
2429323,-1
6787469,-1
3117454,-1
70031,-1
4499,-1
299419,1
1184160,-1
496041,-1
1282477,-1
3051949,-1
1282483,-1
1872314,50
1446331,-1
1970618,-1
1315267,-1
4549,-1
5476810,-1
3477965,-1
1413594,-1
2560477,9
3674591,21
299490,-1
922083,-1
430563,-1
266732,-1
4166126,0
5313007,63
332275,-1
1970678,-1
4723194,-1
1643009,-1
1053190,-1
1446409,-1
168458,-1
2986510,-1
3052065,-1
2396710,-1
37417,-1
2167338,-1
3346993,-1
1380916,-1
1315382,-1
1380922,16
299584,-1
168520,-1
135753,-1
2560594,-1
9048665,-1
4699,-1
135772,-1
4712,-1
332392,-1
7410285,-1
463474,-1
6427258,-1
4737,-1
3445377,-1
103045,-1
430725,-1
37512,-1
1086090,-1
889483,-1
4526730,-1
201357,-1
1905315,-1
103077,-1
1381031,-1
3347118,1
37552,-1
660148,-1
1315509,-1
37560,-1
1872577,-1
4804,-1
70344,-1
2757322,-1
791253,-1
299736,-1
1774301,-1
2265821,-1
1413857,-1
103138,-1
987875,-1
9769697,-1
4133610,-1
1315566,64
4199152,-1
201469,-1
1544957,-1
10818303,-1
168704,-1
37633,-1
1839873,-1
299784,-1
1184520,55
627467,-1
1872662,-1
1053473,-1
3904291,-1
5313322,-1
463659,30
201516,-1
1872685,-1
201521,-1
398130,-1
4297527,-1
70464,-1
234313,-1
37716,1
3838806,28
4951,-1
1446746,-1
9769819,38
1774433,-1
3150695,-1
70512,-1
3052408,-1
2397055,-1
6558593,-1
430979,-1
4996,-1
70533,-1
463751,13
8852363,-1
37772,-1
7443341,-1
1020817,-1
1643413,-1
1905560,-1
627610,-1
4658075,-1
5608348,-1
168866,-1
1250212,-1
234427,-1
693179,-1
1381307,-1
824258,-1
3380169,-1
201677,-1
1283034,-1
1184739,-1
4035557,-1
300013,-1
103412,-1
5051380,65
5051381,-1
1414135,-1
8950776,-1
1840129,-1
168973,-1
3576847,-1
2757652,66
5148,-1
365603,-1
922659,-1
4559911,-1
3478578,-1
267315,-1
332855,-1
1872960,-1
5084225,-1
4854860,-1
37969,-1
791664,12
4199536,-1
922746,-1
4789372,-1
6165629,-1
169091,-1
431241,-1
136331,-1
2430092,-1
5267,-1
2462872,-1
2659487,7
1643680,-1
1545379,-1
2528421,-1
5296,-1
464048,-1
7214257,-1
234676,-1
1873076,-1
1578168,49
791743,-1
103618,-1
136396,-1
660689,-1
1086674,-1
1742034,-1
136409,-1
529634,-1
10294499,-1
1217771,-1
300269,-1
1643759,-1
5364,-1
4461818,-1
5372,-1
1611017,-1
726283,-1
1676560,-1
333076,-1
136472,13
365854,-1
103726,-1
169279,0
1283400,11
5838153,-1
726348,-1
9737550,-1
628050,-1
234840,-1
5468,-1
10130783,-1
922985,-1
234858,-1
3642731,-1
3347823,-1
136563,-1
431483,-1
136582,46
7705999,-1
4363672,-1
693677,-1
791990,-1
1152441,-1
2135481,-1
103869,-1
4855229,-1
4265407,-1
1250759,-1
1119690,-1
38349,-1
6886861,-1
1316303,-1
2299350,-1
1185240,0
4167136,-1
2364908,11
3970550,-1
1971704,-1
3872254,-1
38402,-1
333324,-1
5645,-1
366097,-1
398871,-1
693784,44
1742361,-1
4232727,67
366108,-1
2430496,23
3806774,-1
628285,-1
890431,-1
1545794,-1
5704,-1
1971787,-1
2004560,0
5805652,-1
136796,-1
4068960,-1
431730,-1
71285,-1
11048567,-1
1185402,-1
398977,-1
1152648,-1
6428323,16
300709,-1
38567,-1
661161,1
2561710,-1
38581,-1
3970759,-1
235221,-1
366294,-1
6559447,-1
104157,-1
366305,-1
4036323,-1
5707494,1
497384,-1
1251057,-1
1873654,-1
366336,-1
5890,34
857882,-1
5740326,-1
3839784,7
1546025,15
431916,-1
38706,-1
431927,-1
2201401,15
38717,1
137024,-1
5969728,-1
1054531,-1
137041,-1
5974,-1
3544919,-1
268135,-1
4134760,-1
1087353,-1
759680,-1
104341,-1
2430875,-1
137119,-1
661407,-1
104354,-1
1939362,-1
38821,-1
4790181,-1
2430888,-1
1644458,-1
366518,-1
1120183,-1
2135996,-1
6087,-1
169927,-1
6526920,-1
7116751,-1
5216208,-1
497617,-1
169943,-1
4069336,-1
464855,-1
4495321,-1
4790244,-1
202727,-1
169961,-1
6122,-1
301038,-1
3053550,-1
432119,-1
38904,-1
2168825,-1
1447930,-1
530430,-1
301055,-1
6146,-1
104455,-1
333834,-1
563211,-1
104461,-1
6159,-1
1153050,-1
71711,-1
301087,54
8558629,-1
170026,-1
6187,-1
464947,-1
6197,-1
8034366,-1
890950,-1
3840076,16
2398293,-1
1218649,-1
202844,-1
6247,-1
235624,-1
432242,-1
1153144,-1
6002811,-1
596092,-1
727164,-1
3250300,-1
661632,-1
137355,-1
891022,-1
2037923,-1
6035620,32
432293,-1
497836,-1
1710260,67
7444664,54
2332864,-1
727233,-1
4233409,-1
104660,-1
6358,-1
366806,-1
596182,-1
1906908,-1
1022177,-1
530658,-1
268516,-1
891114,-1
661745,-1
9410802,-1
39155,-1
923891,-1
891126,-1
39159,-1
268548,-1
1054989,68
301327,0
399637,-1
235807,-1
858404,37
6437,-1
3414323,55
1579327,-1
2136387,0
39241,12
6478,46
6484,-1
5577045,-1
104790,-1
792940,-1
1120631,57
498041,-1
6541,-1
1186193,-1
6551,-1
465309,-1
3381672,-1
39351,-1
1579448,-1
3480003,-1
6599,-1
530894,-1
989646,-1
498133,-1
399832,-1
301539,-1
2562532,-1
6631,-1
170472,-1
4200936,-1
2759148,-1
8952300,-1
6641,-1
1808888,46
793084,-1
2497021,-1
563712,32
1022468,-1
6665,-1
760329,-1
3512841,-1
3971594,-1
104973,-1
1153562,-1
3447322,-1
825904,-1
3775027,-1
891445,-1
1579573,-1
1186364,3
1645129,-1
6731,-1
2726475,-1
203348,-1
2923099,-1
891489,-1
4364899,0
6756,-1
105065,-1
6762,-1
2202222,-1
858741,-1
236152,-1
662137,-1
1841787,-1
924293,-1
4659860,-1
2071213,69
4463279,-1
39602,-1
1874616,-1
1120959,-1
465600,-1
858818,-1
203469,-1
6865,-1
4987617,6
3087075,-1
236270,-1
334574,-1
7215861,-1
1710845,-1
5413634,9
400131,-1
203531,-1
6363916,-1
72462,-1
3283732,-1
105254,-1
1874739,-1
760643,-1
334660,-1
2792279,52
858973,-1
629634,67
7044,-1
465797,-1
3611533,-1
367507,-1
1252248,-1
3906467,-1
4004779,2
662448,-1
4987826,-1
990136,-1
39876,-1
957382,-1
302024,-1
793546,-1
990158,-1
1612757,-1
7129,-1
72675,-1
793573,-1
3808240,-1
1809394,-1
2137088,-1
531464,-1
3349513,-1
564266,-1
629805,-1
7217,29
760885,-1
400450,-1
957514,-1
8395852,-1
2759759,-1
662608,-1
9247823,-1
7254,-1
40039,-1
6200461,-1
7313,-1
105617,-1
859287,-1
629913,-1
2202780,-1
8166557,-1
1678495,-1
5151904,-1
1809575,0
400556,17
1023155,-1
498872,-1
2563258,-1
1547453,-1
1940669,-1
1252552,-1
531662,1
7394,-1
7401,-1
40170,-1
7416,-1
4791545,-1
6036734,6
3284223,-1
7424,40
171265,-1
662794,-1
4562196,-1
7446,-1
498966,65
1842462,42
400672,32
1908001,22
7347494,0
466237,-1
4988228,-1
859477,-1
5774677,-1
2334050,-1
1875304,-1
466283,-1
400750,-1
499064,-1
6364543,-1
335234,-1
761219,-1
1318274,-1
1580424,-1
6528400,-1
40342,-1
4726169,-1
73125,-1
1088933,-1
1842599,-1
40360,-1
859560,-1
4169127,2
2399664,-1
204216,10
630216,-1
40395,34
1842636,-1
3907020,13
7740883,-1
6397399,-1
990680,-1
695771,-1
40439,8
8560121,-1
1940988,-1
1351172,-1
7685,-1
7511563,-1
1973779,-1
630302,-1
7713,35
1252900,-1
1154599,-1
2301480,-1
2170424,-1
2203194,-1
40508,-1
892476,44
1777215,-1
368196,-1
1646150,-1
3579467,-1
1875537,-1
1154650,-1
2072158,-1
7778,-1
564838,-1
40553,-1
204396,18
204408,-1
466564,-1
7819,-1
5611148,-1
4660882,-1
7830,-1
6823590,-1
794282,-1
237237,-1
892599,-1
1154743,-1
3022523,1
106185,-1
7892,-1
171733,-1
171737,-1
1220320,-1
2727649,-1
7908,-1
40684,60
204530,6
7970547,-1
1023761,-1
171796,37
1515289,-1
40734,-1
8298278,-1
1646377,66
3874601,29
466740,-1
1417012,-1
696118,-1
925506,0
1253186,-1
1941315,-1
2334533,-1
1580873,1
1777484,-1
2563920,-1
1941338,-1
2465626,-1
7642974,-1
1220461,-1
860018,-1
499578,-1
106363,-1
3579782,-1
2236296,-1
2039690,-1
1122191,17
204690,-1
728996,-1
1089479,-1
4071369,43
1613775,-1
1155036,-1
3252191,-1
1646560,-1
368609,-1
172003,-1
1089507,-1
4726774,10
204792,-1
5939206,-1
1220629,-1
368662,-1
1712150,-1
1581081,-1
4300826,0
40994,-1
3481638,-1
466984,70
532523,-1
794671,-1
1253430,-1
2105398,-1
4366399,-1
172107,-1
9281615,-1
2662480,50
532561,-1
237662,-1
1220706,19
499815,-1
73832,-1
467054,-1
5316723,-1
8309,-1
237693,-1
41116,-1
3383456,-1
8354,-1
7708834,2
368811,-1
6758582,-1
2793655,-1
139449,-1
2760894,-1
172224,1
172229,-1
3907781,-1
6693068,-1
8364242,-1
172255,-1
794848,-1
1777889,-1
4169957,-1
41190,-1
270569,-1
893170,-1
1876215,-1
2629883,-1
8446,-1
8450,-1
270596,-1
8456,18
565513,-1
5841163,-1
270607,-1
368913,-1
1319190,-1
5415192,-1
2072860,-1
8477,-1
1024285,-1
2335011,-1
467246,-1
2236722,-1
139572,-1
500020,5
434486,34
270647,-1
5677390,-1
958812,-1
172383,-1
631138,-1
205156,-1
5153129,-1
991598,-1
2007410,-1
598405,-1
139658,-1
3744150,-1
270754,-1
8495526,-1
762279,-1
6660519,-1
1286571,-1
8626,-1
9740724,-1
41402,-1
926138,-1
2630078,-1
41407,-1
238016,-1
532929,-1
1155519,-1
2924995,-1
41414,-1
139725,-1
532954,-1
3285469,-1
1024488,-1
598505,5
3121640,-1
2990577,-1
205313,-1
1286663,-1
2433547,-1
2466315,-1
139800,-1
7086624,-1
533028,-1
2990631,-1
565817,-1
2335291,-1
2073151,-1
8771,-1
2957891,-1
2040389,-1
8774,-1
238151,-1
4432451,0
1319497,-1
4039248,-1
7217749,-1
2007645,-1
860771,-1
533097,-1
598645,-1
4104826,-1
303743,-1
3220102,-1
74375,-1
1843868,-1
3842727,-1
664232,-1
1581740,10
1745593,-1
8364730,-1
336575,-1
336581,-1
1417928,-1
10068687,-1
533203,-1
8924,-1
238301,-1
598767,-1
336624,-1
664305,-1
1352448,-1
1057542,-1
205579,57
4236046,-1
500505,-1
4137753,-1
6431515,-1
3253022,-1
2859812,-1
9003,-1
2335533,-1
500526,-1
2728751,-1
9013,-1
566069,-1
1647414,-1
3482422,-1
1712959,-1
4563783,-1
2794313,-1
4432718,-1
5546841,-1
9052,-1
271196,-1
172894,30
1483619,-1
828261,-1
1024873,-1
926573,-1
369518,-1
2859892,-1
3580795,-1
8790914,-1
9093,-1
500617,-1
598927,-1
795537,-1
41880,-1
304025,-1
9114,-1
926623,-1
3974049,-1
2401187,-1
9140,-1
6759351,-1
1876922,-1
1024959,-1
1319878,-1
1418189,-1
4858845,-1
173024,-1
9186,-1
4137959,0
992233,71
4170753,-1
107525,-1
2499592,-1
631831,-1
6431776,-1
6693920,-1
3515429,-1
107561,-1
3056695,-1
74820,-1
1156174,-1
3744861,-1
42082,-1
402531,23
42094,-1
697454,-1
42098,-1
173173,-1
107657,-1
9354,-1
271499,-1
2434188,-1
1025166,-1
2237603,-1
7840937,13
2106538,20
5809330,-1
6464696,-1
2696378,-1
5809346,-1
8824006,-1
402643,-1
3581151,-1
10200295,72
3843306,-1
1582317,14
42224,-1
2860278,0
1647868,0
8070397,-1
2565382,-1
3122439,-1
599326,-1
730399,36
1385758,-1
6661423,-1
206132,-1
2565432,-1
3253561,-1
992570,-1
3286334,-1
9535,-1
533824,-1
173397,-1
206168,-1
3581273,-1
1320282,-1
402779,-1
1811803,-1
75104,-1
533856,-1
1582437,-1
828774,-1
664935,0
664941,14
533877,-1
1123704,-1
7546233,67
9605,-1
2925964,-1
1320352,-1
1877413,-1
992679,-1
1844647,11
1418675,-1
1877428,-1
1811893,49
107958,0
140726,-1
402875,-1
5514683,-1
927182,-1
4662743,-1
9690,-1
1746400,-1
3286502,1
75245,-1
4302318,-1
1811951,-1
6071795,-1
2401782,-1
2532855,-1
6694392,-1
3057153,-1
5809668,-1
2401800,-1
337419,-1
75277,-1
2237972,-1
4302356,-1
2631197,-1
42529,43
534050,-1
1844770,-1
1680944,-1
1713736,-1
2696781,-1
304721,-1
599640,-1
1582682,-1
9831,-1
10102376,-1
337516,-1
6071917,-1
4695665,-1
4564599,-1
5482111,-1
1517192,-1
1648266,-1
337548,-1
7579280,-1
75414,-1
42647,5
9889,-1
140964,-1
8169133,-1
4171446,-1
9920,-1
9921,-1
9926,-1
2172615,-1
9928,9
2926278,1
1418955,-1
7186125,-1
468699,22
3286749,-1
1025771,0
239340,-1
6399723,-1
1255154,-1
3450621,-1
2467585,-1
2238216,-1
993034,-1
1484557,-1
1681171,-1
730900,-1
10013,-1
567080,-1
1812265,-1
1845035,-1
272174,-1
337711,-1
534339,-1
4695891,-1
10076,-1
173919,-1
10081,-1
10082,45
272227,-1
305000,64
173938,-1
10103,-1
3581825,-1
239494,-1
42887,-1
1681286,-1
206735,-1
2238359,-1
10141,-1
403359,-1
206757,-1
468904,-1
4171694,-1
5318574,2
206782,-1
5416896,-1
2467785,-1
3876809,-1
796637,-1
1976293,-1
403430,-1
403442,-1
3090425,-1
1288203,20
43032,-1
1648670,-1
239652,-1
3581988,-1
2041908,-1
403514,-1
1648701,-1
1091648,-1
337986,-1
2238530,-1
534627,-1
632938,-1
6563946,34
239743,-1
501890,-1
796802,-1
206980,-1
2730120,-1
1484941,-1
1091735,-1
403617,-1
1681596,24
5220545,-1
960706,-1
370889,-1
927945,-1
4401353,-1
10450,-1
141537,-1
4040943,-1
239861,-1
2730233,-1
1550587,-1
2205950,-1
698624,0
43269,-1
10504,-1
10507,-1
3254543,-1
5155089,-1
534802,-1
665882,-1
141597,-1
272669,1
10530,-1
895271,-1
239914,-1
895276,-1
2435376,-1
4172081,-1
1976626,-1
993601,-1
3156289,-1
436553,-1
174412,-1
403792,-1
305491,-1
338262,-1
1747293,3
3385694,16
1190241,-1
174435,-1
10597,-1
141683,27
1288565,-1
4139394,-1
1681795,-1
207241,-1
1878411,-1
960915,-1
141717,-1
10646,-1
1091990,-1
1681816,-1
10649,-1
4630942,31
3516833,-1
862628,-1
600490,-1
4762027,-1
1124781,-1
4663725,0
305584,-1
1812914,-1
43444,0
141753,-1
2828736,0
1911245,-1
2042323,-1
240084,-1
1911255,-1
1026525,-1
1518051,-1
2238947,-1
141807,-1
1092083,-1
4106743,-1
2009608,-1
3713551,-1
6040079,28
403989,-1
141846,71
436770,-1
109095,-1
5712424,-1
2304571,-1
43580,-1
1681996,-1
4500044,-1
9644630,59
10841,-1
3025498,-1
1747555,-1
174696,-1
4172400,-1
10865,-1
6531697,-1
469619,15
404087,-1
567927,-1
1813113,-1
1976952,-1
1026684,-1
7940734,-1
436867,-1
1092229,-1
174746,-1
109213,-1
1747613,-1
3484330,0
2730670,-1
338622,-1
4008639,-1
10332865,-1
10951,-1
1944264,-1
10952,-1
568007,-1
1092302,-1
76506,-1
1485530,-1
961249,38
305904,47
338679,-1
3287801,-1
305914,-1
469754,-1
8760064,-1
5319430,-1
1747721,-1
11018,-1
4008720,-1
11032,-1
11050,-1
76587,-1
207659,-1
174914,-1
3746645,-1
76630,-1
2075479,-1
4828002,-1
3779429,-1
895847,-1
338793,-1
633707,-1
43887,-1
830324,-1
2173814,-1
338808,27
732024,-1
2599805,0
3025795,-1
11141,-1
76678,-1
5024648,-1
1092493,-1
4303757,-1
7416722,-1
207764,-1
1878933,-1
4893589,-1
2141084,-1
994205,-1
2272157,-1
404384,-1
2632610,-1
11179,-1
4959152,-1
699320,-1
109498,-1
2796483,-1
207822,-1
371664,-1
142291,-1
371667,-1
207855,-1
3288047,-1
306163,-1
1616888,-1
10497017,-1
11258,-1
207866,-1
109570,-1
1289220,-1
470023,-1
797705,-1
1649676,-1
2698252,-1
11283,0
44052,-1
1289246,-1
371744,33
109611,-1
1944628,0
2239540,-1
11318,-1
175159,-1
8989748,-1
5352512,-1
2468931,-1
765000,-1
175180,-1
502870,-1
404570,-1
8236122,-1
1387617,-1
142435,20
1092713,-1
